,temperature,humidity,altitude,rain,sunshine,sow
2928,18.47,0.7762,1466.29,135.46,5.12,0
2929,18.05,0.7766,1503.91,131.92,5.0,0
2930,24.92,0.6834,1269.93,152.5,5.12,0
2931,18.82,0.5459,1366.59,142.72,4.98,0
2932,19.27,0.6222,1653.79,159.43,5.01,1
2933,24.1,0.6365,1685.47,156.43,4.97,0
2934,18.1,0.5881,1512.74,158.7,5.1,0
2935,19.15,0.5614,1493.03,139.36,5.17,1
2936,19.7,0.6559,1419.74,152.76,4.96,1
2937,16.83,0.5895,1406.57,162.81,4.92,0
2938,18.21,0.8056,1519.39,163.75,5.12,0
2939,21.01,0.5441,1431.8,141.36,4.98,1
2940,22.39,0.5717,1349.75,154.21,4.96,0
2941,18.89,0.5256,1536.85,135.71,4.93,0
2942,23.0,0.5774,1516.86,161.42,5.08,0
2943,21.28,0.6314,1559.31,152.1,4.99,1
2944,22.68,0.6292,1448.13,138.74,5.31,0
2945,13.76,0.5407,1560.41,153.6,5.03,0
2946,22.27,0.6284,1611.02,155.03,4.76,0
2947,20.57,0.697,1632.12,142.71,5.04,1
2948,21.42,0.509,1400.16,140.15,4.9,1
2949,25.59,0.5973,1542.51,149.04,4.77,0
2950,25.15,0.5458,1533.85,160.54,4.94,0
2951,18.54,0.68,1686.82,144.72,5.16,0
2952,15.35,0.5388,1513.09,147.95,5.12,0
2953,20.21,0.701,1360.51,149.84,5.02,1
2954,13.34,0.5916,1485.13,155.26,4.98,0
2955,23.47,0.6541,1400.37,150.25,5.06,0
2956,15.84,0.6676,1383.8,146.69,4.96,0
2957,22.67,0.6129,1343.81,153.87,4.94,0
2958,21.12,0.6361,1370.58,159.07,4.81,1
2959,18.24,0.5741,1421.16,164.64,5.05,0
2960,15.91,0.5498,1491.47,148.95,4.99,0
2961,19.82,0.6214,1602.44,142.11,4.97,1
2962,17.94,0.6889,1479.66,133.47,5.13,0
2963,23.23,0.7329,1495.25,126.66,5.01,0
2964,15.65,0.7323,1530.42,156.06,5.24,0
2965,19.41,0.6481,1346.31,139.34,5.15,1
2966,22.07,0.5298,1508.0,159.33,5.13,0
2967,17.62,0.6102,1306.75,145.63,5.02,0
2968,22.37,0.6524,1424.11,171.71,4.98,0
2969,22.31,0.6147,1442.48,133.83,5.03,0
2970,16.12,0.6725,1617.72,145.72,4.85,0
2971,19.04,0.4813,1489.75,148.27,4.98,0
2972,22.02,0.5653,1353.37,169.25,4.98,0
2973,19.8,0.5882,1427.61,160.12,4.86,1
2974,22.47,0.5373,1699.05,175.0,5.1,0
2975,17.95,0.5908,1599.49,146.1,5.21,0
2976,14.32,0.5925,1415.36,167.31,5.02,0
2977,17.98,0.7443,1377.78,141.43,5.02,0
2978,14.75,0.6026,1543.76,139.7,5.02,0
2979,18.88,0.6732,1456.87,141.92,5.11,0
2980,19.89,0.6146,1533.97,144.93,5.09,1
2981,17.54,0.5253,1634.27,152.5,4.95,0
2982,18.07,0.6435,1520.65,162.83,5.08,0
2983,18.54,0.515,1472.49,151.42,5.0,0
2984,20.28,0.6423,1530.31,131.77,4.94,1
2985,20.59,0.6552,1475.63,152.19,5.11,1
2986,21.27,0.5644,1372.95,158.23,5.12,1
2987,18.0,0.6485,1367.09,162.59,5.05,0
2988,19.37,0.5764,1486.37,136.81,5.06,1
2989,21.14,0.6644,1530.8,141.1,5.08,1
2990,20.06,0.6383,1488.57,145.38,4.95,1
2991,20.3,0.6438,1554.07,150.27,5.03,1
2992,20.85,0.6474,1411.85,153.1,5.03,1
2993,19.05,0.4471,1639.08,149.33,4.99,0
2994,19.27,0.4801,1639.67,145.33,4.95,0
2995,24.43,0.5527,1429.17,144.98,4.99,0
2996,25.43,0.6012,1597.32,137.01,5.17,0
2997,17.6,0.6361,1524.1,144.26,5.1,0
2998,23.77,0.6883,1479.63,152.57,4.97,0
2999,18.92,0.5424,1454.99,156.85,4.9,0
3000,17.6,0.6805,1399.95,138.33,5.06,0
3001,23.67,0.5231,1392.15,142.42,5.08,0
3002,20.58,0.5795,1601.78,140.99,4.94,1
3003,19.2,0.4795,1566.03,134.1,4.87,0
3004,19.39,0.6155,1559.72,139.71,4.94,1
3005,23.89,0.632,1305.23,142.56,4.79,0
3006,20.6,0.5504,1660.12,149.27,4.87,1
3007,19.91,0.7273,1521.65,147.39,5.06,1
3008,18.32,0.7711,1361.85,127.79,5.1,0
3009,17.59,0.5517,1487.02,159.65,5.11,0
3010,17.68,0.5701,1504.05,138.01,5.0,0
3011,19.92,0.5704,1514.56,138.3,4.99,1
3012,24.86,0.6131,1394.21,155.87,5.12,0
3013,21.33,0.5293,1527.86,167.61,4.91,1
3014,25.22,0.6405,1401.85,149.7,5.1,0
3015,15.83,0.54,1433.5,125.86,4.76,0
3016,14.37,0.5728,1463.72,156.36,4.96,0
3017,20.05,0.5193,1416.14,139.88,5.17,1
3018,21.71,0.7727,1541.79,140.03,4.92,1
3019,25.13,0.6027,1705.56,146.42,4.94,0
3020,22.02,0.5755,1651.2,150.88,5.05,0
3021,22.18,0.701,1651.66,134.79,5.01,0
3022,18.34,0.5256,1487.56,160.13,4.96,0
3023,23.51,0.6246,1490.79,145.05,5.28,0
3024,15.89,0.5191,1501.82,148.38,4.89,0
3025,14.57,0.6337,1355.43,145.36,4.86,0
3026,22.31,0.5577,1538.29,156.66,5.15,0
3027,21.97,0.4016,1302.59,139.67,4.99,0
3028,19.92,0.5669,1544.07,147.73,5.04,1
3029,18.16,0.6808,1518.5,163.05,4.96,0
3030,24.11,0.6082,1438.5,149.19,5.04,0
3031,19.18,0.6117,1558.41,165.07,5.04,1
3032,18.84,0.4288,1440.43,154.64,4.88,0
3033,17.36,0.4762,1487.86,138.23,4.77,0
3034,14.73,0.6046,1582.58,147.78,5.01,0
3035,20.7,0.5892,1491.63,139.13,5.05,1
3036,19.21,0.6165,1531.09,163.47,4.8,1
3037,17.28,0.644,1504.79,149.05,4.94,0
3038,18.66,0.5045,1495.78,156.01,4.98,0
3039,16.34,0.4979,1548.98,156.54,4.98,0
3040,22.15,0.5119,1559.31,134.52,5.13,0
3041,20.66,0.5683,1696.05,144.5,5.12,1
3042,18.43,0.7553,1612.35,157.93,4.9,0
3043,19.24,0.5206,1482.61,147.32,4.98,1
3044,20.57,0.4574,1528.42,159.45,4.78,0
3045,20.01,0.7119,1466.37,144.67,4.9,1
3046,18.7,0.4342,1425.82,157.61,5.14,0
3047,20.64,0.4416,1506.29,151.1,5.15,0
3048,20.96,0.5966,1653.05,140.97,4.87,1
3049,20.02,0.7446,1525.57,158.17,4.99,1
3050,22.0,0.5307,1443.82,152.1,5.0,1
3051,18.49,0.4968,1351.11,152.71,4.97,0
3052,18.86,0.474,1568.89,160.94,5.17,0
3053,19.52,0.6119,1555.85,144.8,5.19,1
3054,17.11,0.5509,1442.99,154.45,5.01,0
3055,17.46,0.3804,1541.2,136.13,4.86,0
3056,14.23,0.5112,1492.93,163.53,5.02,0
3057,17.72,0.6804,1409.26,140.2,5.01,0
3058,19.2,0.6991,1523.0,147.58,4.95,1
3059,17.1,0.6992,1417.37,139.04,5.12,0
3060,19.06,0.5636,1578.9,152.94,5.0,1
3061,18.63,0.5462,1677.21,156.46,4.98,0
3062,24.66,0.6748,1493.92,135.07,4.97,0
3063,17.26,0.5668,1691.52,136.72,4.91,0
3064,19.05,0.5438,1415.95,136.2,5.05,1
3065,22.14,0.6657,1607.27,146.71,5.05,0
3066,18.01,0.5611,1540.84,148.82,4.93,0
3067,23.17,0.5855,1478.19,140.34,5.02,0
3068,19.3,0.6745,1527.8,156.31,4.99,1
3069,22.1,0.5103,1528.76,148.37,4.92,0
3070,17.12,0.6169,1569.25,151.18,4.89,0
3071,17.49,0.7312,1526.95,151.02,4.94,0
3072,21.8,0.526,1630.93,133.87,4.86,1
3073,15.95,0.488,1524.29,151.48,4.96,0
3074,22.04,0.4566,1400.41,151.65,5.16,0
3075,23.41,0.6021,1488.1,159.02,5.11,0
3076,20.41,0.6144,1422.76,143.65,4.94,1
3077,23.0,0.572,1652.95,157.03,4.98,0
3078,20.78,0.5883,1460.64,145.81,4.93,1
3079,18.3,0.6035,1385.05,127.71,4.95,0
3080,16.49,0.5803,1531.8,147.7,4.98,0
3081,27.31,0.5155,1351.95,142.43,4.85,0
3082,21.21,0.6144,1464.78,137.73,5.03,1
3083,17.09,0.486,1552.94,148.69,5.0,0
3084,19.41,0.6605,1411.93,159.97,4.84,1
3085,21.16,0.6177,1601.99,151.88,5.02,1
3086,19.5,0.6084,1551.22,124.59,5.06,1
3087,20.11,0.8387,1499.28,143.16,4.84,0
3088,20.05,0.5877,1486.17,142.92,4.93,1
3089,20.95,0.5496,1671.44,134.51,5.17,1
3090,23.26,0.6413,1594.09,143.46,4.98,0
3091,21.55,0.5928,1513.32,149.26,4.97,1
3092,21.66,0.6066,1634.64,137.62,5.04,1
3093,14.23,0.596,1530.83,157.94,5.04,0
3094,20.92,0.6614,1645.58,164.45,4.99,1
3095,19.2,0.4578,1432.3,132.61,5.18,0
3096,14.12,0.6767,1605.15,153.9,5.09,0
3097,20.34,0.641,1609.39,142.26,5.21,1
3098,17.78,0.5561,1599.34,152.6,5.12,0
3099,20.85,0.5119,1698.59,165.24,4.96,1
3100,18.58,0.6215,1529.31,155.53,4.94,0
3101,22.21,0.5784,1467.02,152.87,4.9,0
3102,20.56,0.7152,1343.31,156.57,4.77,1
3103,21.9,0.5688,1504.04,148.25,5.0,1
3104,21.81,0.5529,1390.13,151.31,4.86,1
3105,22.05,0.8176,1540.49,148.9,4.81,0
3106,18.33,0.6239,1408.95,155.44,4.98,0
3107,19.97,0.5623,1370.35,151.41,4.98,1
3108,18.52,0.6441,1546.54,157.53,5.11,0
3109,19.69,0.6093,1504.81,154.67,5.07,1
3110,17.02,0.5856,1371.92,147.88,4.87,0
3111,23.52,0.59,1565.5,155.1,4.94,0
3112,20.29,0.5325,1514.75,150.97,4.95,1
3113,22.17,0.5751,1574.64,155.82,5.03,0
3114,16.78,0.7384,1549.87,147.0,4.84,0
3115,15.38,0.6605,1549.13,156.35,5.01,0
3116,17.49,0.5288,1434.36,146.68,4.95,0
3117,16.76,0.6846,1534.0,140.13,5.1,0
3118,17.58,0.6227,1367.35,156.13,4.86,0
3119,18.84,0.6108,1576.77,159.64,5.15,0
3120,17.38,0.572,1458.4,144.11,4.95,0
3121,17.16,0.5838,1425.97,161.39,5.06,0
3122,23.82,0.7443,1661.82,150.41,5.06,0
3123,22.76,0.4889,1571.88,180.14,5.18,0
3124,16.94,0.6762,1644.01,153.9,5.06,0
3125,20.27,0.7597,1591.01,145.0,4.92,1
3126,20.63,0.4315,1867.94,140.77,4.93,0
3127,22.25,0.5349,1261.97,164.64,5.0,0
3128,20.79,0.5637,1512.5,153.5,5.16,1
3129,22.81,0.6123,1361.78,149.5,4.96,0
3130,16.97,0.5974,1513.46,157.44,4.99,0
3131,21.34,0.5121,1419.71,149.33,4.96,1
3132,15.41,0.6675,1386.63,137.72,4.99,0
3133,22.24,0.5242,1523.22,141.52,4.92,0
3134,18.58,0.5658,1502.97,160.46,4.91,0
3135,22.01,0.7471,1423.01,145.81,5.07,0
3136,16.35,0.7379,1342.56,151.2,5.09,0
3137,16.37,0.5478,1364.85,135.4,4.97,0
3138,16.31,0.7384,1389.62,157.67,5.14,0
3139,21.5,0.544,1601.97,132.95,4.99,1
3140,19.88,0.4743,1556.35,145.14,5.01,0
3141,19.86,0.5898,1333.73,153.56,4.94,1
3142,19.5,0.5905,1411.08,161.72,4.98,1
3143,17.23,0.4804,1597.52,135.19,4.96,0
3144,17.45,0.6349,1452.57,142.41,5.2,0
3145,13.87,0.5666,1356.9,147.15,4.95,0
3146,16.85,0.5446,1407.14,145.85,4.95,0
3147,19.13,0.6806,1438.63,164.1,5.06,1
3148,20.95,0.6505,1300.47,150.29,5.04,1
3149,19.5,0.6067,1506.99,134.17,4.96,1
3150,18.93,0.5642,1456.41,167.33,5.03,0
3151,23.14,0.5949,1520.8,167.37,4.92,0
3152,21.26,0.6437,1304.83,151.53,5.06,1
3153,20.53,0.6056,1486.92,142.96,4.99,1
3154,22.28,0.3761,1449.35,159.71,5.2,0
3155,20.02,0.6816,1473.54,156.44,5.06,1
3156,21.41,0.7525,1567.83,158.49,4.8,1
3157,18.88,0.645,1533.9,140.27,5.02,0
3158,14.89,0.639,1605.55,158.47,5.01,0
3159,18.9,0.5706,1384.29,155.54,4.88,0
3160,19.6,0.4595,1540.19,133.85,5.09,0
3161,17.62,0.4855,1506.17,138.95,4.77,0
3162,13.26,0.6606,1548.06,136.62,4.85,0
3163,23.69,0.5861,1468.62,149.32,4.98,0
3164,20.73,0.6246,1514.82,147.9,4.95,1
3165,21.61,0.5189,1359.81,142.43,4.95,1
3166,23.0,0.684,1439.12,151.55,5.0,0
3167,24.18,0.6155,1487.42,148.66,4.99,0
3168,20.61,0.5919,1567.33,146.95,4.91,1
3169,19.58,0.4572,1441.97,135.81,5.04,0
3170,22.42,0.5023,1687.47,165.59,4.88,0
3171,20.83,0.4961,1464.9,141.39,4.95,0
3172,21.66,0.5656,1598.34,142.89,4.85,1
3173,22.39,0.5137,1578.19,156.35,5.21,0
3174,20.84,0.5119,1528.67,144.97,5.05,1
3175,23.88,0.5654,1631.12,155.69,4.84,0
3176,22.04,0.7542,1451.41,137.52,5.0,0
3177,16.15,0.5567,1811.96,136.34,5.07,0
3178,26.41,0.4361,1499.29,145.51,4.89,0
3179,19.11,0.6279,1371.38,157.25,5.06,1
3180,22.9,0.7346,1602.35,164.36,5.17,0
3181,21.96,0.6104,1554.61,157.76,5.07,1
3182,22.09,0.4766,1459.58,160.01,4.9,0
3183,18.82,0.6713,1553.21,160.42,5.07,0
3184,24.78,0.6692,1283.34,148.57,4.93,0
3185,22.64,0.6032,1520.32,144.69,4.96,0
3186,21.73,0.4192,1533.81,137.44,5.13,0
3187,23.29,0.611,1573.15,153.49,5.11,0
3188,18.75,0.6223,1616.33,146.28,5.06,0
3189,19.11,0.6059,1503.32,149.01,5.19,1
3190,19.68,0.517,1661.25,153.63,4.93,1
3191,16.15,0.6759,1313.88,137.89,4.82,0
3192,20.81,0.5274,1487.48,150.5,5.11,1
3193,20.18,0.5548,1663.97,154.15,4.94,1
3194,18.33,0.6382,1426.06,152.16,4.89,0
3195,19.49,0.5752,1441.85,144.82,5.0,1
3196,18.41,0.7924,1530.57,152.62,4.97,0
3197,24.88,0.6339,1433.89,134.87,4.98,0
3198,20.87,0.557,1610.93,162.85,4.98,1
3199,20.4,0.6666,1569.3,156.59,4.88,1
3200,18.44,0.5446,1493.06,142.71,4.97,0
3201,20.18,0.4792,1547.06,152.08,5.13,0
3202,17.24,0.6149,1472.9,139.55,5.08,0
3203,21.75,0.5538,1684.04,150.05,5.01,1
3204,24.36,0.6176,1630.69,161.88,5.09,0
3205,17.9,0.5714,1427.69,152.65,4.96,0
3206,20.15,0.5263,1594.62,139.56,4.99,1
3207,23.83,0.5347,1561.39,152.85,5.08,0
3208,16.0,0.6312,1317.29,148.4,4.98,0
3209,22.86,0.5324,1438.45,144.75,5.1,0
3210,18.03,0.611,1481.51,143.04,4.86,0
3211,16.62,0.5798,1506.0,155.78,4.99,0
3212,17.55,0.529,1554.11,143.99,5.09,0
3213,17.91,0.6339,1523.74,143.23,5.2,0
3214,18.84,0.7248,1471.49,147.67,5.09,0
3215,16.23,0.7245,1652.66,155.15,5.2,0
3216,22.24,0.6563,1432.21,170.5,4.99,0
3217,18.99,0.4641,1455.45,135.34,5.11,0
3218,21.93,0.7484,1411.03,152.91,5.01,1
3219,20.6,0.6013,1445.29,150.03,4.92,1
3220,20.81,0.7568,1533.7,157.13,4.98,1
3221,17.11,0.586,1497.94,151.35,5.15,0
3222,19.44,0.5413,1476.24,147.94,4.97,1
3223,17.27,0.6993,1613.04,174.48,5.06,0
3224,20.06,0.5826,1483.1,153.11,5.02,1
3225,21.89,0.593,1509.08,153.23,5.05,1
3226,18.06,0.6884,1495.03,158.72,5.07,0
3227,18.38,0.5319,1443.77,139.37,5.18,0
3228,17.1,0.5968,1635.02,136.42,4.89,0
3229,12.65,0.5341,1595.51,153.35,5.05,0
3230,19.7,0.6448,1405.32,147.3,5.05,1
3231,21.26,0.4674,1544.0,160.8,4.89,0
3232,21.3,0.4798,1410.44,156.86,4.99,0
3233,20.62,0.5312,1530.94,162.1,5.04,1
3234,22.45,0.5146,1576.03,157.34,4.9,0
3235,15.02,0.4941,1459.49,149.0,4.95,0
3236,22.26,0.623,1624.12,165.44,4.97,0
3237,17.37,0.6137,1394.35,147.0,4.98,0
3238,22.02,0.6629,1458.86,147.11,4.89,0
3239,22.74,0.5432,1665.59,152.09,4.88,0
3240,21.41,0.7031,1498.56,139.7,4.96,1
3241,20.34,0.5028,1236.04,139.14,4.93,1
3242,18.48,0.6507,1474.89,169.27,5.02,0
3243,25.01,0.6539,1500.4,137.28,5.15,0
3244,21.45,0.5403,1589.0,140.06,4.88,1
3245,17.25,0.5811,1573.07,149.26,4.83,0
3246,19.95,0.6949,1426.42,156.39,4.92,1
3247,21.61,0.5522,1630.3,118.26,5.09,0
3248,20.03,0.6802,1535.19,152.76,5.06,1
3249,11.51,0.5413,1488.49,157.58,5.19,0
3250,20.95,0.6444,1413.85,140.17,5.35,1
3251,20.22,0.4721,1735.48,142.27,4.99,0
3252,21.46,0.4838,1408.52,144.52,5.0,0
3253,20.19,0.6208,1368.82,167.69,5.1,1
3254,17.81,0.4587,1623.42,162.42,5.07,0
3255,18.3,0.5874,1315.28,148.27,5.17,0
3256,21.46,0.5595,1372.29,150.21,5.29,1
3257,16.54,0.6992,1597.72,163.82,5.1,0
3258,21.8,0.5435,1495.83,144.97,5.14,1
3259,22.99,0.5738,1530.88,149.5,5.01,0
3260,21.87,0.5367,1487.62,152.22,4.96,1
3261,20.81,0.6714,1574.94,141.95,5.06,1
3262,17.26,0.4578,1563.38,140.44,5.12,0
3263,25.02,0.5633,1531.49,133.59,4.97,0
3264,23.69,0.6041,1616.7,136.36,4.79,0
3265,20.61,0.4142,1541.52,173.63,5.0,0
3266,22.0,0.6707,1615.97,154.58,4.96,1
3267,19.61,0.451,1363.91,140.54,5.08,0
3268,15.81,0.557,1531.72,155.44,5.12,0
3269,15.66,0.6665,1473.77,155.59,5.24,0
3270,20.87,0.4934,1543.16,166.96,5.09,0
3271,23.46,0.5567,1491.24,150.27,5.03,0
3272,22.12,0.6538,1572.06,134.6,4.97,0
3273,17.6,0.7195,1520.12,139.34,4.97,0
3274,13.97,0.6309,1450.55,145.31,5.1,0
3275,18.34,0.5146,1377.78,156.75,5.11,0
3276,22.44,0.7488,1474.71,158.4,5.15,0
3277,17.35,0.595,1653.86,159.81,5.18,0
3278,20.31,0.5882,1496.1,144.42,5.08,1
3279,18.97,0.5066,1435.1,147.83,4.96,0
3280,13.33,0.4778,1568.05,131.48,5.07,0
3281,22.34,0.4467,1487.44,164.94,5.01,0
3282,18.72,0.5708,1580.7,148.73,5.07,0
3283,17.91,0.5559,1573.47,150.31,5.04,0
3284,20.32,0.6383,1383.91,162.15,4.89,1
3285,26.76,0.4748,1538.54,151.23,4.96,0
3286,18.88,0.5926,1480.53,147.61,4.86,0
3287,17.89,0.6324,1462.93,147.45,5.08,0
3288,18.01,0.5585,1580.09,139.97,4.98,0
3289,21.98,0.5486,1395.4,154.13,5.07,1
3290,17.96,0.6393,1552.02,136.99,4.99,0
3291,22.09,0.5702,1360.09,147.57,4.95,0
3292,24.45,0.648,1628.39,145.66,5.12,0
3293,24.79,0.6695,1370.08,166.98,5.01,0
3294,19.93,0.6061,1427.31,166.84,4.86,1
3295,19.13,0.6655,1422.59,158.69,5.04,1
3296,22.95,0.6359,1557.37,154.21,5.15,0
3297,19.07,0.5698,1597.8,147.27,4.99,1
3298,18.2,0.6384,1495.47,151.85,4.88,0
3299,16.95,0.6382,1615.44,144.41,4.96,0
3300,25.03,0.776,1495.89,165.8,4.77,0
3301,20.69,0.6611,1342.91,136.45,5.22,1
3302,18.47,0.7234,1286.75,145.21,5.0,0
3303,24.62,0.6309,1330.38,145.3,4.99,0
3304,21.81,0.6016,1480.98,144.0,5.03,1
3305,17.14,0.6348,1572.96,150.18,5.14,0
3306,16.24,0.4686,1366.05,149.52,5.02,0
3307,21.51,0.5665,1517.61,150.93,4.96,1
3308,23.75,0.61,1668.36,153.17,4.99,0
3309,19.79,0.6397,1430.19,152.32,5.08,1
3310,17.91,0.5018,1463.82,155.55,4.79,0
3311,20.6,0.482,1441.73,138.29,4.97,0
3312,20.04,0.6339,1435.37,151.57,4.95,1
3313,16.37,0.6943,1609.36,141.28,4.97,0
3314,21.95,0.6384,1603.08,130.44,4.96,1
3315,12.79,0.5276,1589.9,143.71,5.06,0
3316,20.43,0.4986,1626.87,144.22,5.03,0
3317,22.18,0.6115,1460.85,157.16,4.92,0
3318,19.02,0.5843,1604.29,136.77,4.94,1
3319,23.14,0.6364,1408.74,161.15,5.01,0
3320,18.17,0.5715,1554.63,151.01,5.1,0
3321,19.83,0.6367,1699.38,135.54,5.0,1
3322,24.61,0.5977,1509.66,148.75,4.95,0
3323,20.13,0.807,1523.74,161.35,5.13,0
3324,18.02,0.5196,1388.32,150.35,4.82,0
3325,26.88,0.4862,1544.71,137.14,5.05,0
3326,17.25,0.7172,1549.49,151.41,5.12,0
3327,21.15,0.7254,1413.37,151.97,5.06,1
3328,23.29,0.388,1557.57,147.65,4.89,0
3329,18.25,0.4693,1393.7,146.21,4.98,0
3330,21.51,0.5785,1704.76,173.09,4.94,1
3331,19.86,0.5872,1549.16,137.02,4.99,1
3332,20.08,0.4755,1607.19,163.13,5.11,0
3333,20.18,0.5133,1493.5,174.71,5.08,1
3334,17.72,0.6319,1369.23,148.67,5.05,0
3335,22.73,0.5885,1430.3,155.79,5.0,0
3336,19.05,0.5623,1600.32,141.09,4.98,1
3337,20.92,0.6267,1547.17,160.01,5.15,1
3338,25.43,0.7666,1423.83,148.65,4.95,0
3339,22.65,0.716,1550.23,149.0,4.93,0
3340,21.24,0.6527,1599.33,145.4,5.01,1
3341,17.34,0.5975,1398.0,152.07,4.94,0
3342,16.99,0.6297,1556.75,151.02,5.07,0
3343,19.31,0.6582,1584.3,137.26,5.02,1
3344,19.74,0.5289,1344.73,151.0,4.98,1
3345,18.24,0.4969,1567.55,153.88,4.77,0
3346,22.84,0.6399,1429.36,147.5,4.85,0
3347,20.37,0.5395,1460.46,149.82,5.02,1
3348,16.92,0.7701,1533.84,146.17,5.09,0
3349,21.52,0.6932,1530.54,146.38,5.25,1
3350,19.08,0.6667,1475.91,151.13,4.96,1
3351,15.96,0.5401,1444.0,165.18,5.09,0
3352,20.32,0.5633,1631.71,144.6,5.0,1
3353,18.66,0.7417,1454.34,143.96,5.02,0
3354,17.5,0.672,1408.49,145.11,5.03,0
3355,18.58,0.6574,1502.85,141.78,4.94,0
3356,18.66,0.6101,1531.63,157.85,4.9,0
3357,14.87,0.7034,1589.29,152.25,4.97,0
3358,16.8,0.5685,1344.79,140.4,4.88,0
3359,18.44,0.6607,1358.33,152.6,5.17,0
3360,19.75,0.6301,1374.37,152.24,4.93,1
3361,16.61,0.468,1474.32,155.88,4.93,0
3362,20.57,0.7011,1621.96,164.47,5.1,1
3363,20.06,0.5594,1442.18,152.1,5.09,1
3364,18.42,0.6607,1607.24,158.08,4.99,0
3365,20.86,0.5587,1492.91,137.64,4.95,1
3366,19.62,0.6066,1606.05,155.12,5.0,1
3367,16.77,0.5757,1832.06,137.6,5.01,0
3368,18.51,0.5395,1567.43,160.85,5.13,0
3369,19.01,0.7094,1606.64,141.96,5.19,1
3370,15.69,0.6023,1536.52,148.0,5.22,0
3371,17.52,0.6405,1375.34,147.13,4.76,0
3372,19.33,0.6995,1528.84,163.7,5.15,1
3373,19.1,0.5865,1560.92,154.68,4.98,1
3374,25.17,0.7596,1569.69,134.65,5.05,0
3375,22.56,0.5821,1440.34,146.95,5.02,0
3376,19.33,0.5276,1584.63,169.5,5.09,1
3377,23.4,0.6854,1497.44,143.65,4.89,0
3378,20.98,0.6324,1583.43,163.38,5.03,1
3379,16.11,0.5576,1438.13,162.11,4.84,0
3380,22.05,0.5857,1377.63,136.89,5.04,0
3381,19.47,0.6564,1374.7,159.61,5.15,1
3382,19.57,0.5755,1412.73,151.31,4.93,1
3383,15.75,0.6734,1291.8,149.96,5.09,0
3384,18.82,0.6214,1475.42,136.05,5.0,0
3385,15.74,0.5822,1531.99,142.48,4.92,0
3386,20.26,0.6365,1502.83,146.61,5.04,1
3387,25.24,0.6208,1380.67,146.28,4.9,0
3388,19.56,0.6926,1381.98,151.79,5.14,1
3389,21.73,0.6523,1417.39,161.4,4.97,1
3390,17.66,0.7422,1599.98,167.02,5.24,0
3391,16.3,0.5172,1480.86,144.63,4.85,0
3392,18.18,0.4835,1247.32,152.14,5.11,0
3393,23.13,0.6095,1496.9,143.82,5.01,0
3394,22.23,0.645,1431.2,166.72,5.1,0
3395,16.87,0.5684,1760.37,148.87,4.96,0
3396,20.41,0.5711,1586.59,145.59,5.04,1
3397,18.71,0.6617,1567.48,153.17,4.78,0
3398,19.17,0.5571,1526.34,142.2,5.08,1
3399,21.94,0.558,1715.12,153.89,4.91,1
3400,15.21,0.5944,1401.12,137.73,4.88,0
3401,22.59,0.5063,1428.94,150.32,5.08,0
3402,19.76,0.604,1535.84,152.46,4.81,1
3403,20.34,0.5597,1534.14,149.83,5.0,1
3404,21.52,0.6738,1608.63,147.3,5.04,1
3405,20.81,0.7696,1668.67,158.3,5.16,1
3406,16.36,0.4564,1494.69,143.03,4.85,0
3407,24.33,0.7121,1528.35,161.07,5.03,0
3408,19.58,0.5663,1671.89,161.87,5.05,1
3409,18.43,0.491,1399.3,154.06,5.04,0
3410,18.71,0.5327,1347.42,162.41,4.96,0
3411,16.41,0.5829,1403.0,144.91,5.13,0
3412,18.67,0.5568,1453.15,151.91,4.99,0
3413,18.62,0.6419,1622.37,148.8,4.78,0
3414,23.02,0.597,1490.51,134.8,4.91,0
3415,19.04,0.6624,1423.56,141.18,5.16,1
3416,19.95,0.5984,1442.97,153.79,4.86,1
3417,21.72,0.5917,1563.18,142.17,5.28,1
3418,26.43,0.5875,1624.25,164.88,4.97,0
3419,24.32,0.5926,1518.06,153.94,4.87,0
3420,20.05,0.6147,1343.31,148.45,5.25,1
3421,25.4,0.4405,1452.06,159.3,5.14,0
3422,17.5,0.5873,1394.65,159.55,5.01,0
3423,21.71,0.59,1407.68,156.22,5.01,1
3424,21.82,0.5921,1331.86,140.24,5.1,1
3425,19.26,0.6971,1526.71,154.48,5.18,1
3426,22.58,0.6231,1391.29,160.32,5.0,0
3427,25.6,0.6553,1620.24,142.76,4.92,0
3428,16.87,0.4751,1535.43,138.21,5.13,0
3429,21.1,0.5019,1351.18,146.32,5.22,1
3430,17.69,0.635,1396.72,147.39,4.87,0
3431,20.86,0.5394,1570.58,143.37,4.97,1
3432,17.36,0.5492,1405.81,156.48,5.11,0
3433,19.51,0.512,1564.49,161.72,5.18,1
3434,22.12,0.465,1420.02,141.3,5.16,0
3435,21.56,0.6412,1662.27,152.97,4.85,1
3436,19.49,0.6102,1555.23,154.37,4.86,1
3437,21.2,0.5133,1395.35,148.67,5.05,1
3438,23.76,0.6351,1518.08,146.21,4.89,0
3439,19.89,0.6784,1582.83,154.9,4.84,1
3440,16.45,0.6319,1414.06,144.64,5.03,0
3441,17.51,0.6905,1282.51,155.58,4.86,0
3442,17.72,0.6074,1623.43,152.25,4.85,0
3443,15.89,0.5812,1743.13,134.19,4.98,0
3444,19.43,0.6334,1457.51,153.25,4.85,1
3445,15.13,0.6087,1446.72,142.02,4.92,0
3446,18.2,0.6335,1397.77,143.91,5.1,0
